person_age,annual_inc,home_ownership,employment_length,loan_intent,loan_grade,loan_amt,interest_rate,target_flag,income_ratio,employment_type,residence_type,credit_score,monthly_income,loan_status_final,repayment_flag,last_payment_status,random_score_1,random_score_2,duplicate_feature
30,96000.0,RENT,4.0,PERSONAL,B,14400.0,,0,0.15,Self-employed,RURAL,592.0,1620.0,-0.013578232070654422,-0.015020197925938703,100,43.59384778245944,482,30
25,75000.0,MORTGAGE,9.0,VENTURE,D,,12.61,0,0.1,employed,Rural,877.0,2940.0,-0.0036971668475929286,-0.06979492303685095,100,70.6867393438657,84,25
26,25000.0,MORTGAGE,0.0,MEDICAL,D,6250.0,15.31,1,0.25,Self-employed,Rural,563.0,5400.0,1.0182862526244183,0.9709608506539884,0,27.681055244780385,142,26
23,38000.0,RENT,3.0,MEDICAL,C,4000.0,14.26,0,0.11,Self-employed,Rural,770.0,6300.0,-0.005363460269565219,0.02900458632490015,100,89.85376171905456,702,23
30,100000.0,MORTGAGE,14.0,EDUCATION,A,13000.0,7.88,0,0.13,Self-employed,URBAN,888.0,11640.0,0.0017823974390505557,0.04782899655088564,100,59.66205386255049,450,30
24,55782.0,RENT,3.0,HOMEIMPROVEMENT,A,,7.51,0,0.3,Employed,RURAL,594.0,3480.0,0.014007772761956513,-0.013743771964561917,100,31.307410372011766,403,24
28,202040.0,MORTGAGE,12.0,PERSONAL,D,12000.0,14.46,0,0.06,Self-employed,Urban,575.0,1500.0,0.0045596839988058906,-0.073562184795211,100,86.28039182724405,701,28
38,48300.0,RENT,3.0,MEDICAL,C,14000.0,13.22,0,0.29,Self-employed,Urban,522.0,17100.0,0.02753229510803207,-0.04617352870371595,100,89.97510318120018,498,38
51,45000.0,RENT,,MEDICAL,C,8400.0,13.11,0,0.19,self_emp,RURAL,513.0,5100.0,0.0007857322096112585,0.025353527063324,100,65.29775840385652,282,51
22,,RENT,6.0,DEBTCONSOLIDATION,A,12000.0,6.03,0,0.26,self_emp,Rural,715.0,3720.0,-0.004690706179438185,0.018593095796506778,100,32.6353980529802,275,22
45,69600.0,OWN,11.0,VENTURE,A,6000.0,7.9,0,0.09,Employed,Rural,881.0,26160.0,0.01662913654987443,-0.0485093818280001,100,16.827259658427863,380,45
23,74250.0,RENT,3.0,DEBTCONSOLIDATION,B,3000.0,11.99,0,0.04,employed,RURAL,570.0,4560.0,-0.008706427909666666,0.08456748007513605,100,31.91460616049976,494,23
22,20400.0,MORTGAGE,6.0,EDUCATION,D,6000.0,,0,0.29,self_emp,Urban,835.0,3180.0,0.0020104766428169444,0.023752836562520002,100,75.2758499306727,305,22
35,56000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000.0,11.26,0,0.27,Self-employed,URBAN,700.0,2820.0,0.012910522327024337,-0.06664881177578146,100,91.67931321712057,243,35
31,85000.0,RENT,6.0,MEDICAL,B,22000.0,11.58,0,0.26,Employed,URBAN,882.0,1500.0,0.019017657087015444,-0.048918393782771685,100,29.887203017855967,721,31
38,50000.0,MORTGAGE,6.0,PERSONAL,D,3000.0,,0,0.06,self_emp,URBAN,856.0,12480.0,-0.014089039044254048,0.016935192997018535,100,48.30007733051277,569,38
22,22800.0,RENT,,MEDICAL,A,3000.0,6.62,0,0.13,Employed,Urban,552.0,1500.0,-0.010471843552482284,-0.06655883986928106,100,72.0604783823829,85,22
25,72000.0,RENT,1.0,VENTURE,B,6000.0,11.86,0,0.08,employed,Urban,570.0,7620.0,-0.00803409459792437,-0.043401588875480644,100,54.267518057767816,292,25
32,115000.0,RENT,,HOMEIMPROVEMENT,B,2500.0,11.89,0,0.02,employed,RURAL,514.0,7620.0,0.005036366361778612,-0.07055338038337981,100,39.6466775476471,680,32
31,90000.0,MORTGAGE,11.0,EDUCATION,A,12000.0,6.92,0,0.13,self_emp,Rural,779.0,3720.0,0.0003301587693485963,0.012305320789115122,100,0.46858540784453506,796,31
22,46000.0,RENT,0.0,VENTURE,C,12000.0,12.68,0,0.26,Self-employed,Urban,621.0,12540.0,-0.0016713608416283599,0.055818072591714875,100,46.77465584057189,97,22
28,140000.0,MORTGAGE,8.0,MEDICAL,A,,,0,0.16,self_emp,URBAN,666.0,7920.0,0.0014623527902236097,0.017400876190634244,100,12.064282032790052,686,28
30,58000.0,MORTGAGE,,DEBTCONSOLIDATION,B,5350.0,9.99,0,0.09,self_emp,RURAL,751.0,18360.0,0.005912895892934728,0.022891652446112347,100,92.20011031054874,457,30
27,22000.0,RENT,1.0,EDUCATION,A,4000.0,,0,0.18,self_emp,RURAL,573.0,6120.0,0.006682481239413528,0.00839794480774409,100,92.17063305302376,210,27
24,57000.0,MORTGAGE,0.0,MEDICAL,B,2400.0,12.69,0,0.04,Self-employed,RURAL,783.0,6780.0,0.010941668356151311,0.03413467554353195,100,80.36490073774326,728,24
26,55000.0,MORTGAGE,,VENTURE,A,5000.0,6.92,0,0.09,Employed,Rural,859.0,7140.0,0.018200348127674397,0.023354280712500716,100,15.786666757674418,544,26
23,78000.0,RENT,7.0,DEBTCONSOLIDATION,A,10000.0,5.79,0,0.13,self_emp,Rural,622.0,11460.0,-0.00021362372441476973,-0.1357549096998591,100,14.743881373740098,87,23
29,58000.0,RENT,4.0,MEDICAL,C,15000.0,13.16,0,0.26,Self-employed,URBAN,759.0,9780.0,-0.005210889621309163,0.04531533688308223,100,56.33102337554167,442,29
29,125000.0,MORTGAGE,0.0,VENTURE,A,10000.0,,0,0.08,Employed,URBAN,891.0,6540.0,0.006135361291851883,0.04005759809804505,100,72.74617690985309,332,29
29,59000.0,RENT,6.0,EDUCATION,B,13000.0,11.49,0,0.22,self_emp,RURAL,556.0,6120.0,-0.011442548162646202,-0.01811564153292034,100,90.45392695701482,738,29
27,100000.0,RENT,7.0,PERSONAL,E,15600.0,17.88,0,0.16,employed,URBAN,591.0,2280.0,-0.006787041321116114,-0.09871033638663462,100,89.40343754686884,666,27
29,77800.0,RENT,2.0,VENTURE,B,9000.0,12.42,0,0.12,self_emp,Rural,788.0,12960.0,-0.0012412837481770417,0.016333040206824922,100,99.54739500762209,197,29
28,206000.0,RENT,2.0,HOMEIMPROVEMENT,C,24000.0,,0,0.12,Employed,RURAL,643.0,1500.0,-0.01208192458358039,-0.022024174128042206,100,15.67974815772305,87,28
26,32000.0,MORTGAGE,7.0,VENTURE,C,4800.0,12.61,0,0.15,Employed,RURAL,656.0,7740.0,-0.014898030653651742,0.009334986217334565,100,84.0118250488804,178,26
28,50000.0,RENT,2.0,EDUCATION,D,2000.0,16.89,1,0.04,Employed,Urban,,4440.0,1.0004871667939381,1.0035920128985185,0,58.69455561034012,878,28
28,41000.0,RENT,10.0,DEBTCONSOLIDATION,C,1500.0,14.79,0,0.04,Employed,Urban,813.0,12300.0,0.011418965369680099,0.11987608591475835,100,67.82864742407158,591,28
30,94000.0,MORTGAGE,13.0,EDUCATION,C,10000.0,,0,0.11,Employed,Urban,,6240.0,0.011285457775311866,0.007345183645793305,100,60.3971777152516,544,30
24,18000.0,RENT,0.0,EDUCATION,B,1200.0,11.89,0,0.07,Employed,Urban,555.0,10500.0,0.0011088050289283736,0.016695684067662107,100,86.96820424006219,186,24
34,56000.0,RENT,2.0,PERSONAL,C,6400.0,,0,0.11,self_emp,RURAL,838.0,4020.0,0.02008909419096128,-0.04118944375926968,100,63.70976823880592,576,34
22,62000.0,MORTGAGE,5.0,EDUCATION,B,9000.0,10.0,0,0.15,employed,Rural,650.0,10620.0,-0.001048203659404627,-0.025069602298828937,100,84.86638214806995,333,22
23,108000.0,MORTGAGE,1.0,EDUCATION,B,14000.0,11.89,0,0.13,Self-employed,Rural,557.0,6540.0,-0.0013856762339741078,-0.006802131518573973,100,15.436797873837593,895,23
29,77000.0,RENT,0.0,EDUCATION,A,8225.0,,0,0.11,Employed,Urban,518.0,6360.0,-0.02567435909739,0.0588859017695299,100,86.6706730746265,233,29
29,69000.0,OWN,11.0,PERSONAL,B,6000.0,11.12,0,0.09,Employed,Rural,839.0,7440.0,0.015639613368597042,-0.07451130878301046,100,97.63611042994448,865,29
30,40000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,,10.65,0,0.21,employed,Urban,794.0,9000.0,-0.008302346336672846,-0.06618674853244863,100,21.988353856266873,968,30
24,,MORTGAGE,5.0,EDUCATION,B,10000.0,,0,0.22,Self-employed,URBAN,516.0,3780.0,0.004622523292930485,0.05510414676179662,100,82.92831203464469,208,24
31,41004.0,RENT,5.0,MEDICAL,D,5000.0,15.28,0,0.12,employed,RURAL,626.0,6120.0,-0.022832804575272304,-0.22328019317644388,100,66.40349914680738,480,31
22,69000.0,MORTGAGE,6.0,MEDICAL,A,6500.0,5.99,0,0.09,Self-employed,URBAN,858.0,10860.0,0.007614306240608932,0.016774682607469515,100,67.08609418520612,813,22
22,40000.0,OWN,0.0,EDUCATION,B,6000.0,,0,0.15,employed,Rural,561.0,3660.0,-0.00254154530874387,0.009256307846885786,100,97.37210970080854,916,22
47,65000.0,MORTGAGE,21.0,HOMEIMPROVEMENT,C,7000.0,14.35,0,0.11,employed,URBAN,,2880.0,-0.011554960421287641,0.09492777244359885,100,0.6552993993558687,58,47
24,156000.0,MORTGAGE,6.0,MEDICAL,C,15000.0,13.57,0,0.1,employed,Urban,814.0,12540.0,-0.025701475485803527,0.07130664097975005,100,62.099844870874044,915,24
23,,RENT,5.0,VENTURE,A,3000.0,7.49,0,0.04,employed,URBAN,703.0,17700.0,0.010270044117876565,0.04044461226850694,100,86.61097194243278,203,23
24,120000.0,RENT,0.0,PERSONAL,B,6000.0,10.99,0,0.05,self_emp,URBAN,838.0,14700.0,-3.7485338018516224e-05,-0.0032224639419078703,100,89.11132051513952,859,24
24,37200.0,RENT,2.0,PERSONAL,B,6000.0,9.99,0,0.16,Self-employed,Rural,882.0,9660.0,0.008573221919061772,0.0378875657638737,100,57.48122045245202,905,24
27,45600.0,MORTGAGE,11.0,EDUCATION,A,7500.0,5.42,0,0.16,self_emp,Rural,592.0,6660.0,-0.0008318066010440868,0.002985221968618511,100,44.95159949152683,147,27
26,,RENT,2.0,PERSONAL,C,6600.0,11.97,0,0.12,Self-employed,URBAN,,5400.0,0.005661773907701725,-0.07756078064405136,100,42.50991314310648,990,26
23,45288.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20500.0,9.25,0,0.45,Self-employed,Urban,528.0,15660.0,0.009668834167557434,-0.03572651911129463,100,69.98926473544687,311,23
30,112000.0,OWN,6.0,VENTURE,A,12000.0,,0,0.11,Self-employed,Urban,560.0,7980.0,0.011055931452894843,-0.05505334203742937,100,51.476234881190685,375,30
23,76000.0,RENT,3.0,MEDICAL,C,13000.0,,0,0.17,self_emp,Urban,,1320.0,-0.0029666873667447153,0.013285354930122867,100,74.08117651219324,874,23
23,70200.0,MORTGAGE,3.0,MEDICAL,A,5000.0,7.14,0,0.07,employed,RURAL,562.0,4920.0,-0.009971435467856863,0.020625179743206965,100,52.84551817514094,39,23
51,76960.0,MORTGAGE,0.0,PERSONAL,B,15000.0,9.99,0,0.19,Employed,Urban,703.0,6840.0,-0.0006480925356113022,0.02354439078770093,100,9.73517030401564,657,51
28,36000.0,OWN,0.0,MEDICAL,C,15250.0,12.98,0,0.42,employed,URBAN,,6120.0,0.002051848907361836,0.028013210817884455,100,85.16150694596618,958,28
29,220000.0,MORTGAGE,0.0,EDUCATION,A,2500.0,6.99,0,0.01,employed,URBAN,898.0,17160.0,-0.01336722084146622,-0.031189654602126467,100,26.646121739459737,989,29
30,,MORTGAGE,5.0,MEDICAL,A,8000.0,7.74,0,0.06,employed,URBAN,624.0,1500.0,0.0044738629647342746,-0.07338272818305869,100,78.64334145911161,828,30
33,50000.0,RENT,0.0,VENTURE,C,12000.0,13.49,0,0.24,self_emp,Rural,778.0,11040.0,-0.004063568513704236,-0.04367677061916751,100,51.11709987378333,810,33
22,,MORTGAGE,6.0,PERSONAL,B,16000.0,,0,0.18,employed,Urban,751.0,2820.0,-0.001658409056620021,0.03649605984524557,100,12.402718012357617,898,22
26,65000.0,RENT,3.0,VENTURE,D,12000.0,,0,0.18,self_emp,Urban,,3780.0,-0.003596926657008235,-0.060042329689784735,100,39.79986957368319,50,26
24,,MORTGAGE,9.0,MEDICAL,C,15600.0,13.61,0,0.29,self_emp,URBAN,708.0,3840.0,0.01520600901763212,-0.05203053399422535,100,7.655195827675043,67,24
23,20800.0,RENT,0.0,DEBTCONSOLIDATION,B,3000.0,11.46,0,0.14,Employed,Urban,761.0,5160.0,0.012617611603950002,-0.052307200037883694,100,78.64669957789594,916,23
25,32000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6250.0,11.49,0,0.2,Self-employed,RURAL,712.0,4680.0,-0.012373536900391682,-0.09229872273716302,100,19.623346277342325,1,25
35,115000.0,RENT,1.0,VENTURE,B,28000.0,,0,0.24,Self-employed,Rural,784.0,4920.0,-0.00532793213080447,-0.05735021830658998,100,16.439190111169022,133,35
35,99800.0,MORTGAGE,9.0,PERSONAL,A,8000.0,7.14,0,0.08,employed,Urban,821.0,2520.0,0.00850004267969593,0.050019845666183504,100,20.853763154717655,353,35
24,27500.0,RENT,0.0,PERSONAL,E,5000.0,15.07,1,0.18,employed,Urban,644.0,4200.0,1.0060193623710325,0.9141617673642219,0,22.61310127398287,382,24
33,100000.0,MORTGAGE,2.0,VENTURE,C,,,0,0.07,Employed,RURAL,787.0,4200.0,-0.0004145796232978563,-0.08744690782771732,100,67.39521810365596,935,33
47,48000.0,RENT,14.0,MEDICAL,C,2500.0,14.65,0,0.05,Employed,Rural,,3420.0,-0.011376002049642354,-0.025582192745729135,100,63.86009821095195,599,47
29,60000.0,MORTGAGE,14.0,PERSONAL,A,20000.0,,0,0.33,Employed,RURAL,,6660.0,-0.006825400461535457,0.02552736079468337,100,12.933662411160174,658,29
26,130000.0,RENT,10.0,DEBTCONSOLIDATION,C,20000.0,13.11,0,0.15,self_emp,URBAN,898.0,3780.0,-0.0051676756754628975,-0.09153863824418314,100,72.44191861024001,68,26
33,114000.0,MORTGAGE,0.0,EDUCATION,D,16000.0,16.77,0,0.14,Employed,URBAN,848.0,3000.0,0.002769943311191006,0.04766551548830058,100,34.9057103042449,873,33
23,48000.0,RENT,5.0,VENTURE,B,8000.0,,0,0.17,employed,Rural,688.0,15120.0,-0.00686880234788128,-0.019774181949334294,100,12.48599598195106,474,23
21,37000.0,OWN,0.0,VENTURE,C,9250.0,12.23,0,0.25,Employed,URBAN,852.0,6840.0,-0.010260352475552402,-0.020413255499780854,100,70.86260560983357,790,21
24,31000.0,MORTGAGE,8.0,EDUCATION,A,5000.0,,0,0.16,self_emp,RURAL,803.0,10560.0,-0.001085864768279433,-0.028072005337776332,100,37.622214720467476,798,24
31,140000.0,MORTGAGE,5.0,MEDICAL,B,30000.0,,0,0.21,self_emp,URBAN,814.0,14160.0,0.01031738980514059,-0.0032400849240761353,100,63.21296032741978,602,31
27,43200.0,RENT,4.0,MEDICAL,B,4200.0,10.74,0,0.1,employed,URBAN,555.0,16320.0,-0.014468829667607033,0.03892801769883492,100,42.72209446597219,769,27
30,39996.0,RENT,2.0,DEBTCONSOLIDATION,C,4000.0,12.99,0,0.1,Employed,RURAL,736.0,17880.0,0.014536341508749478,-0.0020400790651604445,100,4.886880065475074,70,30
62,60000.0,MORTGAGE,5.0,PERSONAL,A,16000.0,8.9,0,0.27,Employed,Urban,,5160.0,-0.0017203136211566949,-0.03028368300466315,100,70.34895658562398,593,62
23,42000.0,RENT,,EDUCATION,C,4900.0,14.72,0,0.12,Employed,RURAL,780.0,4140.0,0.0070652077342062735,-0.033475177996341296,100,20.155199070784114,836,23
24,44000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000.0,15.58,1,0.57,Self-employed,Rural,627.0,5580.0,1.001707054827545,0.9123828748396204,0,27.519744639409883,189,24
29,30000.0,RENT,,HOMEIMPROVEMENT,E,,17.99,1,0.2,employed,Urban,617.0,4140.0,0.9909918825898864,0.9067130635801528,0,42.91742986259295,176,29
24,75000.0,MORTGAGE,8.0,PERSONAL,B,1200.0,11.49,0,0.02,Self-employed,RURAL,707.0,8400.0,-0.0031909603425102372,0.04029006070749527,100,5.6485147088751635,309,24
23,31200.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7550.0,9.99,0,0.24,employed,URBAN,781.0,4980.0,-0.004865812463547379,0.02234794032845778,100,77.67465071684263,359,23
22,37008.0,RENT,2.0,EDUCATION,B,3600.0,12.42,0,0.1,self_emp,URBAN,,9000.0,-0.0010059310537820754,0.03851898176182739,100,9.003708241815023,802,22
27,,MORTGAGE,12.0,MEDICAL,C,1500.0,11.78,0,0.01,Employed,Urban,,9540.0,-0.006695523263758106,0.03175642505757555,100,89.08396077998795,214,27
29,18000.0,RENT,0.0,VENTURE,B,6400.0,10.37,1,0.36,employed,RURAL,691.0,6240.0,0.9846581903931277,0.9056390370472973,0,86.75746190478932,500,29
34,67014.0,MORTGAGE,18.0,VENTURE,C,16000.0,13.22,0,0.24,Self-employed,URBAN,703.0,17520.0,0.02728499745296607,0.05006409650333962,100,97.10899248175619,511,34
25,45996.0,OWN,9.0,PERSONAL,B,25000.0,,0,0.54,Employed,URBAN,830.0,6000.0,-0.013634042473375142,-0.0148803555140961,100,90.84412428049437,854,25
31,75797.0,RENT,8.0,MEDICAL,C,,13.22,0,0.07,self_emp,Rural,829.0,4140.0,0.0018145900694253897,0.046460891163360815,100,97.14076542163367,135,31
22,48000.0,RENT,3.0,EDUCATION,A,4000.0,,0,0.08,employed,URBAN,569.0,3360.0,-0.017720278284240422,-0.006255830498564809,100,88.72762441747103,39,22
25,86004.0,RENT,1.0,PERSONAL,C,15000.0,12.53,0,0.17,employed,Urban,,8940.0,-0.019970474366179748,0.015658154393966128,100,11.25086050424734,805,25
22,60000.0,MORTGAGE,,PERSONAL,C,12000.0,13.99,0,0.2,employed,RURAL,822.0,5280.0,0.0009782649185226754,0.017161396447350877,100,43.76818631430055,63,22
42,,RENT,3.0,MEDICAL,A,3450.0,8.0,0,0.12,Employed,RURAL,520.0,16620.0,0.0017436758776830327,0.0406600192642195,100,7.6156361811234525,439,42
38,60000.0,MORTGAGE,22.0,VENTURE,B,2700.0,11.99,0,0.04,Self-employed,Rural,651.0,5580.0,0.012614989908023837,-0.08172730605044355,100,54.52982066793366,271,38
31,67200.0,MORTGAGE,2.0,PERSONAL,A,10000.0,6.03,0,0.15,Self-employed,RURAL,575.0,8220.0,0.003995468410157058,-0.07881988563547136,100,52.975676147918584,723,31
29,92000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,12000.0,6.62,0,0.13,employed,Urban,527.0,3180.0,-0.0014981071874579097,0.03358554325510881,100,92.21783601162929,74,29
22,150000.0,RENT,2.0,MEDICAL,A,8200.0,6.99,0,0.05,self_emp,URBAN,898.0,1500.0,-0.009496002440650042,0.017818123249668156,100,96.96947451149833,869,22
31,78411.0,RENT,9.0,DEBTCONSOLIDATION,A,1400.0,,0,0.02,self_emp,Rural,768.0,7620.0,0.014990120682335486,-0.038782182409431064,100,25.964404682514186,384,31
25,168000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,35000.0,10.65,0,0.21,Self-employed,RURAL,512.0,1980.0,0.00928851246050224,0.01821544545083707,100,58.23128497620902,613,25
24,24000.0,OWN,2.0,VENTURE,A,10000.0,6.92,0,0.42,self_emp,Rural,748.0,5820.0,-0.012463294777484247,-0.07039801050519505,100,46.44417896529488,702,24
29,140000.0,RENT,5.0,DEBTCONSOLIDATION,C,20000.0,13.49,0,0.14,Self-employed,Rural,584.0,6780.0,0.0003796372821063529,0.1632144755434505,100,54.67351747409527,626,29
24,65000.0,RENT,8.0,MEDICAL,B,15000.0,9.88,0,0.23,employed,RURAL,543.0,8340.0,0.0014405223152649676,0.06557856934139715,100,53.172809508898396,324,24
28,70000.0,RENT,,MEDICAL,B,15000.0,11.89,0,0.21,Self-employed,Rural,508.0,2760.0,-0.003456536566056691,0.03111513387039366,100,91.41244092026338,110,28
24,,RENT,0.0,HOMEIMPROVEMENT,D,25000.0,14.59,1,0.16,Self-employed,RURAL,,10980.0,1.007718504858068,0.9537815185338743,0,89.61257752523028,946,24
22,,MORTGAGE,,VENTURE,A,,6.76,0,0.06,employed,Urban,864.0,11700.0,0.008317331383481771,-0.03093640224026485,100,12.273668193723164,937,22
49,115000.0,RENT,16.0,PERSONAL,B,10000.0,10.37,0,0.09,self_emp,RURAL,751.0,7980.0,-0.0019048569780510587,-0.06550931196729369,100,34.51101784168614,61,49
22,72000.0,MORTGAGE,3.0,EDUCATION,B,5000.0,,0,0.07,Self-employed,URBAN,614.0,2880.0,-0.0028086924579765844,-0.005691131374471194,100,75.2775073592789,793,22
22,48156.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,,,0,0.06,Self-employed,RURAL,756.0,1320.0,0.014989584626675316,-0.042988031784756235,100,68.3987105830063,156,22
38,35000.0,RENT,5.0,VENTURE,D,5000.0,15.37,0,0.14,employed,URBAN,521.0,2340.0,0.009328388923622371,-0.0400720924326623,100,63.119255560952425,241,38
26,41500.0,RENT,9.0,EDUCATION,A,11400.0,7.66,0,0.27,self_emp,Rural,715.0,6840.0,0.0007236038990838448,-0.07083783198872716,100,99.3810432296497,492,26
33,72000.0,MORTGAGE,6.0,VENTURE,A,4250.0,5.42,0,0.06,Self-employed,RURAL,548.0,4080.0,-0.016292090390800536,0.012483152596555249,100,33.693505729828196,722,33
24,41000.0,RENT,,MEDICAL,C,11525.0,12.99,0,0.28,employed,URBAN,708.0,6540.0,0.003440001063050359,-0.01884967529114469,100,51.524870578192605,752,24
22,35360.0,MORTGAGE,6.0,EDUCATION,A,9600.0,5.99,0,0.27,Employed,RURAL,566.0,8400.0,-0.02754521628398373,0.022854939682739404,100,69.55522786122464,851,22
24,65544.0,OWN,4.0,EDUCATION,B,5000.0,10.74,0,0.08,employed,RURAL,693.0,22980.0,0.002518694483180255,0.011473231503983113,100,64.86802721875087,234,24
26,120000.0,MORTGAGE,0.0,PERSONAL,C,,13.85,0,0.17,self_emp,Urban,584.0,1080.0,-0.004166919867957354,0.1329720129027091,100,15.474724005099883,758,26
31,15204.0,RENT,0.0,EDUCATION,A,1875.0,8.49,1,0.12,self_emp,Urban,843.0,13140.0,0.9909261904723667,0.8869716994675051,0,37.74731893867017,980,31
24,,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000.0,7.68,0,0.1,self_emp,Urban,617.0,7620.0,-0.0014818929040364196,0.02293682239607346,100,46.48471003633045,167,24
29,18000.0,RENT,4.0,HOMEIMPROVEMENT,B,6250.0,9.99,1,0.35,Self-employed,URBAN,695.0,4260.0,1.0139199157618133,0.9472990628515755,0,49.72102397051575,993,29
27,,RENT,,VENTURE,B,,10.95,0,0.12,Self-employed,RURAL,511.0,8100.0,-0.0044639849881551565,-0.06707652854132336,100,90.21371814296457,315,27
32,35004.0,RENT,,MEDICAL,D,8150.0,16.49,0,0.23,self_emp,Urban,,2220.0,0.009655735587931837,-0.07108164400383207,100,10.721198570894586,65,32
24,75000.0,MORTGAGE,8.0,MEDICAL,C,8000.0,15.23,0,0.11,self_emp,Urban,842.0,7860.0,-0.008063312188796103,0.02266014586397845,100,24.835257005066268,367,24
24,84000.0,OWN,5.0,PERSONAL,B,,11.83,0,0.24,self_emp,Urban,606.0,8220.0,0.007587561926560389,0.03487737674392825,100,14.36338035484418,641,24
42,82000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,E,,,0,0.33,Self-employed,RURAL,688.0,6660.0,1.6558556219512326e-05,-0.052312859966226324,100,73.5310725753111,120,42
25,62000.0,RENT,9.0,DEBTCONSOLIDATION,A,5000.0,,0,0.08,self_emp,Urban,696.0,2100.0,0.003520248287892806,0.04850835265973222,100,97.05798011091275,745,25
24,77000.0,RENT,2.0,DEBTCONSOLIDATION,A,8000.0,7.51,0,0.1,self_emp,Rural,649.0,5280.0,7.153256097487521e-05,0.014245719840764165,100,89.39608033877106,813,24
27,42000.0,RENT,7.0,MEDICAL,B,5000.0,11.11,0,0.12,Employed,URBAN,857.0,12300.0,0.006416252324412085,0.05979295784712596,100,72.33007688055453,19,27
27,57057.0,RENT,3.0,VENTURE,C,9000.0,13.11,0,0.16,Employed,Rural,,11100.0,-0.025675851179337583,0.05448101991696215,100,2.152280416847252,688,27
25,84000.0,RENT,9.0,EDUCATION,C,,13.92,0,0.24,self_emp,RURAL,650.0,9120.0,-0.014198253134575695,-0.00792184577014961,100,34.70308699974486,433,25
24,24000.0,MORTGAGE,,EDUCATION,D,8500.0,15.7,0,0.35,employed,Urban,,4920.0,0.004170804980086447,0.08177998650510475,100,86.36180500027459,201,24
22,60000.0,MORTGAGE,6.0,EDUCATION,A,2500.0,6.99,0,0.04,self_emp,URBAN,503.0,5100.0,-0.02043538353896236,-0.05620580450602334,100,65.30702539609365,782,22
23,41000.0,RENT,5.0,EDUCATION,D,4200.0,14.54,0,0.1,Employed,Urban,,15360.0,-0.005305803556472093,0.11951472524753477,100,20.96013212498947,67,23
23,54000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,E,10000.0,16.45,1,0.19,employed,RURAL,,1920.0,0.9994565915896335,0.9060607159757053,0,46.648713466859036,670,23
21,26940.0,RENT,1.0,EDUCATION,A,2500.0,,0,0.09,employed,URBAN,724.0,5580.0,-0.008281401376128967,-0.002400136583884019,100,8.791813164505747,233,21
26,134400.0,MORTGAGE,,MEDICAL,C,10000.0,12.68,0,0.07,self_emp,Rural,633.0,3420.0,-0.006915614026937736,-0.028359414930638146,100,52.080153657258855,116,26
27,64800.0,RENT,3.0,VENTURE,C,8000.0,13.49,0,0.12,Employed,URBAN,730.0,2160.0,0.0027158220015359234,-0.018839549393986972,100,90.10284476851633,705,27
22,68000.0,RENT,7.0,PERSONAL,B,5000.0,9.99,0,0.07,Employed,Urban,605.0,16620.0,0.010092949557798093,0.14617768312569815,100,3.871884633696676,325,22
30,40000.0,RENT,13.0,EDUCATION,B,12000.0,9.2,0,0.3,employed,URBAN,763.0,5280.0,-0.009584493812548077,-0.023136034370553896,100,61.3891525079295,727,30
24,42000.0,RENT,8.0,DEBTCONSOLIDATION,A,11500.0,7.88,0,0.27,self_emp,RURAL,840.0,7740.0,-0.0057505819618737025,0.04255541861464608,100,23.310269799887863,6,24
24,95000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,35000.0,11.99,0,0.37,Self-employed,RURAL,,5940.0,-0.007312609733270449,-0.011770145564320857,100,99.03850721788558,84,24
42,32000.0,RENT,5.0,VENTURE,B,,,1,0.31,Self-employed,URBAN,502.0,5940.0,0.9757862024812272,0.9968275214793874,0,6.510172070353493,46,42
25,53481.0,OWN,4.0,EDUCATION,A,15000.0,6.03,0,0.28,Employed,RURAL,,2520.0,0.0014171179031750873,-0.0272079759185496,100,61.729138308389,42,25
28,83135.0,MORTGAGE,3.0,EDUCATION,C,8000.0,,0,0.1,Self-employed,RURAL,763.0,4020.0,0.009347177458284922,0.01280660468295857,100,25.63706877591414,712,28
25,45000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,10000.0,9.99,0,0.22,Employed,RURAL,740.0,3780.0,0.010166432073158822,0.03143491502363712,100,88.24630625479328,189,25
25,31200.0,OWN,0.0,HOMEIMPROVEMENT,E,,17.19,1,0.13,Employed,Rural,556.0,2160.0,0.9912923362355927,0.9139094273331759,0,12.1929799339065,31,25
31,83000.0,MORTGAGE,11.0,MEDICAL,A,7500.0,,0,0.09,Self-employed,RURAL,588.0,1500.0,0.00021605547591684656,0.03404705216168988,100,18.53615449627367,922,31
